trade_date,dividend_yield
2025-01-03,-0.019383951179012978
2025-01-06,0.0008023480185277945
2025-01-07,0.013461126473956935
2025-01-08,-0.0018180918966114797
2025-01-09,-0.0011892793713174409
2025-01-10,-0.022201503743920863
2025-01-13,-0.0010471237250741841
2025-01-14,0.033813656931526256
2025-01-15,-0.004298138788881919
2025-01-16,0.008235218081575343
2025-01-17,0.003919807233682801
2025-01-20,0.00580281565406441
2025-01-21,-0.0008053505577884116
2025-01-22,-0.009000733248293497
2025-01-23,0.0022078444437125685
2025-01-24,0.011051329564144077
2025-01-27,-0.005526031415894263
2025-02-05,-0.0024043639049317186
2025-02-06,0.01570793078713261
2025-02-07,0.010423040064500204
2025-02-10,0.005057888097004266
2025-02-11,-7.889443793772118e-05
2025-02-12,0.007594318898131642
2025-02-13,-0.0076361282330098595
2025-02-14,0.002843428428154173
2025-02-17,0.001577714015089986
2025-02-18,-0.014408900234221264
2025-02-19,0.012746732616641108
2025-02-20,0.0029484778283434205
2025-02-21,0.007864466737361023
2025-02-24,0.0022465497238126145
2025-02-25,-0.007173000192672516
2025-02-26,0.01280349353213403
2025-02-27,0.0011389116853461867
2025-02-28,-0.023975484608379314
2025-03-03,0.0022709966357366447
2025-03-04,0.008768275980395047
2025-03-05,0.003956237475314994
2025-03-06,0.011161387427367792
2025-03-07,-0.0009378632077580336
2025-03-10,0.001751938017909222
2025-03-11,0.006983441858066763
2025-03-12,0.0034191730156286917
2025-03-13,-0.0035444117448329756
2025-03-14,0.017416930129658274
2025-03-17,0.003215105010286563
2025-03-18,0.0034438332091605403
2025-03-19,-0.003302626309771399
2025-03-20,-0.0028647875199108797
2025-03-21,-0.011417229130730528
2025-03-24,-0.0021731916370979817
2025-03-25,-0.000888635915225416
2025-03-26,0.0031206834250322095
2025-03-27,-0.0013094248060843998
2025-03-28,-0.006541671383679411
2025-03-31,-0.008946345124579601
2025-04-01,0.006369502132829974
2025-04-02,0.004556143524826029
2025-04-03,-0.005290927304716927
2025-04-07,-0.09681165017702495
2025-04-08,0.006223090945606271
2025-04-09,0.013121946324969847
2025-04-10,0.018518156811213167
2025-04-11,0.003348887912356928
2025-04-14,0.011140435402703134
2025-04-15,0.0003848458272535531
2025-04-16,-0.006413795829580745
2025-04-17,0.002970341933608174
2025-04-18,0.0022762305815664007
2025-04-21,0.009517302713297999
2025-04-22,0.003671666634148489
2025-04-23,0.003646463295622268
2025-04-24,-0.0030574733145977456
2025-04-25,0.003941956515960253
2025-04-28,-0.00849515201216647
2025-04-29,8.60792992337012e-06
2025-04-30,-1.702021328780926e-05
2025-05-06,0.017475609937967835
2025-05-07,0.005935959291947774
2025-05-08,0.008822180518753976
2025-05-09,-0.006013031082344181
2025-05-12,0.01103819207164351
2025-05-13,0.0017021447977062366
2025-05-14,0.006387312493894263
2025-05-15,-0.010780456292363778
2025-05-16,-0.0007608039086245753
2025-05-19,0.0012681884436377944
2025-05-20,0.005998641487909668
2025-05-21,-0.00038927419118011216
2025-05-22,-0.007104250206266043
2025-05-23,-0.010979049016831789
2025-05-26,0.0016547686918866103
2025-05-27,-0.0007424132672740953
2025-05-28,7.987156917050166e-05
2025-05-29,0.012677223439223218
2025-05-30,-0.009411582823288862
2025-06-03,0.006071940975742219
2025-06-04,0.007569405122098817
2025-06-05,0.002008274495470078
2025-06-06,-6.146089598533327e-05
2025-06-09,0.006260553090653929
2025-06-10,-0.006338548478912296
2025-06-11,0.005900571852931932
2025-06-12,0.0035946669518447786
2025-06-13,-0.012587556457781748
2025-06-16,0.006361340991490327
2025-06-17,0.0023141253790765095
2025-06-18,0.00044823125701620216
2025-06-19,-0.01079683225190618
2025-06-20,0.0013609851698380038
2025-06-23,0.008229414694346359
2025-06-24,0.01493124088485896
2025-06-25,0.008808389017452078
2025-06-26,-0.0019121684321580553
2025-06-27,0.002257794425197397
2025-06-30,0.0055324779461927
2025-07-01,0.005171164638379782
2025-07-02,-0.0008667417436867938
2025-07-03,0.006916204695287092
2025-07-04,-0.0036109016140036783
2025-07-07,0.003541257494270894
2025-07-08,0.00984972782419436
2025-07-09,0.0008869529432890381
2025-07-10,0.0038363350262409462
2025-07-11,-0.001368195005970021
2025-07-14,0.005677079178561788
2025-07-15,-0.006505860469829249
2025-07-16,8.453199805175671e-05
2025-07-17,0.004673353078736172
2025-07-18,0.004135353722549665
2025-07-21,0.010159520169997827
2025-07-22,0.006295777035705807
2025-07-23,-0.0034916090119290156
2025-07-24,0.007700417740562311
2025-07-25,-0.003040766764051489
2025-07-28,0.002606897382444429
2025-07-29,0.0011324283592353372
2025-07-30,-0.0006371054402037787
2025-07-31,-0.016651471535448235
2025-08-01,0.00287118297699894
2025-08-04,0.007353446142530187
2025-08-05,0.010885730966904136
2025-08-06,0.006013822344584892
2025-08-07,-0.00021024973782352813
2025-08-08,0.0003210378229617491
2025-08-11,0.009894272255258537
2025-08-12,0.0024221441615288226
2025-08-13,0.005383913316897158
2025-08-14,-0.011062706314117335
2025-08-15,0.010821132751074103
2025-08-18,0.00903852334240716
2025-08-19,0.0003504182651701582
2025-08-20,0.01294134695687495
2025-08-21,-0.001004004413134553
2025-08-22,0.006418444991332361
2025-08-25,0.01260071713660877
2025-08-26,0.00022272127453734942
2025-08-27,-0.021316279031152404
2025-08-28,0.008226384140022766
2025-08-29,0.0013883967336686708
2025-09-01,0.0033686878878957617
2025-09-02,-0.01214870513383722
2025-09-03,-0.015615765573121066
2025-09-04,-0.00895555105867616
2025-09-05,0.018043918282457605
2025-09-08,0.008173395152324762
2025-09-09,-0.0052688325330506325
2025-09-10,-0.001094691202357582
2025-09-11,0.015688752437732947
2025-09-12,-0.0035420811809460467
2025-09-15,-0.0047267631915042085
2025-09-16,0.003115101624599997
2025-09-17,0.0052454609908211
2025-09-18,-0.015178112127599225
2025-09-19,-0.0009960827723198673
2025-09-22,0.00012213509586548783
2025-09-23,-0.002587192234785314
2025-09-24,0.012576424144805982
2025-09-25,-0.003320395989609632
2025-09-26,-0.0011097374553339285
2025-09-29,0.011134161926336723
2025-09-30,-0.00018615031538969494
2025-10-09,0.015639582101850114
2025-10-10,0.002595888565610556
2025-10-13,-0.005603383997643067
2025-10-14,-0.000838957263917147
2025-10-15,0.012867577831775267
2025-10-16,-0.003807353947278182
2025-10-17,-0.020552426744699506
2025-10-20,0.00721326450055208
2025-10-21,0.011752355030774757
2025-10-22,-0.001836566358097575
2025-10-23,0.004819711607841923
2025-10-24,0.0037182259249023586
2025-10-27,0.009056360048507583
2025-10-28,-0.003211291314346902
2025-10-29,0.004697007772811287
2025-10-30,-0.006701029687277456
2025-10-31,-0.0011512461379178458
2025-11-03,0.004832765938944671
2025-11-04,-0.004913905674887237
2025-11-05,0.004964297147848715
2025-11-06,0.009756008531236522
2025-11-07,-0.0012046079278071682
2025-11-10,0.007529692665492241
2025-11-11,-0.0007952247635127635
2025-11-12,-0.002330860195103273
2025-11-13,0.006660639552671799
2025-11-14,-0.007437099846277634
2025-11-17,-0.0072273749870240605
2025-11-18,-0.010029813432552138
2025-11-19,-0.005959779125561594
2025-11-20,-0.003067451235875804
2025-11-21,-0.030625455642571114
2025-11-24,0.006964651244896196
2025-11-25,0.00983635667003234
2025-11-26,-0.0023745549659341557
2025-11-27,0.004012957021408351
2025-11-28,0.006483403987998546
2025-12-01,0.01139877488655454
2025-12-02,-0.002333976152872149
2025-12-03,-0.002681167366691202
2025-12-04,-0.002789911010176601
2025-12-05,0.011142231023981715
2025-12-08,0.004286312641102477
2025-12-09,-0.008608195221090407
2025-12-10,0.0016141630792146484
2025-12-11,-0.011148957663965772
2025-12-12,0.005936192287872312
2025-12-15,0.0008343688019431415
2025-12-16,-0.011016210538682193
2025-12-17,0.007093866594261314
2025-12-18,0.0024007716393267616
2025-12-19,0.010453754751615127
